"stars","funny","useful","cool","user_cool","characters","user_average_stars","biz_review_count","user_useful","user_funny","biz_open","biz_stars","words","user_review_count","year","mday","month","wdaySun1","isWeekend"
4,0,1,1,436,1038,3.84,151,574,346,1,4,195,124,2009,5,1,2,0
4,0,0,0,14,358,3.6,24,65,18,1,3.5,69,135,2011,13,10,5,0
2,8,2,3,266,427,4.19,29,382,154,1,3.5,84,169,2008,18,12,5,0
1,0,1,1,2,713,1,5,3,0,1,1,129,2,2012,27,3,3,0
4,0,2,2,7,315,3.43,143,9,3,1,4,62,7,2012,6,12,5,0
5,0,1,0,0,340,3.91,36,3,2,1,3.5,66,11,2012,30,7,2,0
1,3,7,3,834,611,4.02,4,1118,758,1,1,111,350,2012,6,5,1,1
3,2,3,2,1155,537,3.67,26,1453,803,1,3.5,94,481,2012,1,10,2,0
5,0,7,1,11,1693,4,34,36,9,1,3.5,318,89,2012,15,9,7,1
2,4,9,7,8991,744,4,117,10629,4943,0,3.5,144,1253,2008,23,10,5,0
5,0,0,1,1076,494,3.99,18,1178,725,1,4.5,86,268,2012,2,11,6,0
4,0,0,1,2,607,3.86,81,13,0,1,4.5,124,7,2011,20,4,4,0
5,0,1,0,0,826,4.12,126,3,0,1,4,146,8,2011,10,9,7,1
5,0,0,0,0,287,3.85,47,3,0,1,4,47,13,2012,14,4,7,1
2,0,0,0,115,583,3.07,43,290,138,1,4,106,296,2012,30,11,6,0
4,0,1,0,3,402,4.19,11,22,8,1,3,73,16,2009,28,4,3,0
3,0,0,0,29,997,4.02,61,83,26,1,2.5,190,52,2011,23,4,7,1
3,0,1,0,3,736,3.39,20,12,4,1,5,145,46,2012,17,7,3,0
2,0,1,0,89,483,3.67,32,224,53,1,3,86,252,2006,24,8,5,0
2,0,3,2,393,3723,4.04,23,575,270,1,3.5,704,383,2008,22,3,7,1
5,0,1,0,2,141,4.56,525,13,0,1,4,26,9,2012,23,8,5,0
4,0,2,0,87,1027,3.8,88,149,57,1,3.5,200,66,2009,30,3,2,0
3,3,3,3,169,971,3.83,34,284,158,0,4,187,187,2012,13,2,2,0
4,0,1,0,3,261,3.75,15,54,5,1,3,45,63,2009,21,8,6,0
2,1,1,1,421,912,3.65,81,650,393,1,3,164,392,2009,22,9,3,0
2,0,1,0,27,1046,3.84,44,89,25,1,4,208,62,2012,30,6,7,1
3,0,0,0,2,319,4.12,132,11,3,1,3.5,56,25,2011,19,9,2,0
5,0,0,0,4,597,4,108,16,2,1,4,100,17,2009,9,11,2,0
5,0,0,0,3,241,4.38,7,7,7,0,3.5,49,8,2011,21,7,5,0
4,2,2,2,1361,399,3.53,37,1803,1307,1,3.5,71,308,2009,15,4,4,0
5,0,1,0,19,230,4.67,147,22,29,1,4,42,6,2011,4,2,6,0
3,3,4,3,740,200,3.68,19,1175,651,1,3,36,518,2012,19,3,2,0
4,1,2,2,576,297,3.43,41,918,666,0,3.5,54,393,2009,9,3,2,0
3,0,3,0,5,367,3.47,179,17,3,1,4,68,30,2011,27,10,5,0
1,1,2,0,11,455,3.19,264,33,14,1,3.5,95,21,2012,23,6,7,1
5,0,0,0,4,196,4.1,51,9,6,1,4,33,10,2010,17,11,4,0
1,0,2,0,7,4908,3.07,28,18,8,1,3,896,17,2011,23,12,6,0
4,0,0,0,20,351,3.26,131,36,22,1,4.5,56,58,2011,27,3,1,1
3,0,1,0,62,1085,3.86,138,77,69,1,3.5,210,71,2011,28,6,3,0
2,1,2,0,9,631,3.7,56,24,5,1,3,119,23,2010,4,7,1,1
3,2,0,0,23,419,3.49,25,60,24,0,3.5,80,85,2006,19,9,3,0
3,0,0,0,20,226,3.74,12,43,10,1,4.5,43,38,2012,28,7,7,1
3,6,7,4,1727,1333,3.53,81,2092,1548,1,4.5,253,215,2012,25,11,1,1
5,0,0,0,0,95,5,18,0,0,1,3.5,17,2,2013,5,1,7,1
4,0,0,0,24,400,3.55,14,86,20,1,3.5,79,98,2011,16,6,5,0
5,0,1,0,0,327,4.8,5,2,1,1,4,60,12,2012,28,10,1,1
2,0,0,0,0,394,3.33,28,9,0,1,2.5,79,9,2012,9,2,5,0
2,0,1,0,4,329,2.36,79,39,20,1,3.5,58,25,2012,13,8,2,0
3,1,3,2,302,1010,4.32,99,390,80,1,3.5,171,148,2009,7,8,6,0
5,0,0,0,0,37,5,21,3,0,1,2.5,7,2,2012,11,4,4,0
5,0,1,0,1,146,4.07,96,6,1,1,4.5,30,17,2010,16,4,6,0
4,1,3,1,834,1311,4.02,25,1118,758,1,3.5,225,350,2012,10,8,6,0
3,0,1,0,1,1044,3.25,103,3,1,1,4,206,4,2011,28,11,2,0
2,0,0,0,30,833,3.61,198,45,9,1,3,154,46,2010,4,5,3,0
3,2,5,2,7102,231,3.63,5,9659,4785,1,3,44,1217,2011,4,5,4,0
5,0,4,2,133,558,4.17,52,244,34,1,3,104,100,2007,19,9,4,0
5,0,2,0,0,339,5,37,2,0,1,4,67,3,2010,20,4,3,0
5,1,5,4,3901,1700,4.29,7,5065,2517,1,4,310,670,2010,27,7,3,0
1,4,14,5,4322,4110,3.34,218,5504,2672,1,4,689,620,2012,17,4,3,0
3,2,5,3,2530,1143,3.7,229,3255,2470,1,3.5,201,482,2011,10,6,6,0
5,10,8,11,497,1633,3.92,132,591,458,1,3.5,307,97,2009,9,1,6,0
5,3,5,2,54,1375,3.79,182,145,64,1,4.5,260,73,2011,7,12,4,0
3,5,4,2,140,1138,3.5,15,166,148,1,3,219,62,2008,27,10,2,0
2,0,2,0,28,378,3.59,4,39,20,1,3.5,70,17,2010,21,4,4,0
4,1,2,3,0,612,0,230,0,0,1,4.5,116,0,2010,17,12,6,0
3,0,0,0,28,355,3.64,23,169,23,1,4,67,130,2011,30,11,4,0
3,0,3,1,112,1372,4.04,461,161,91,1,4,258,53,2011,15,5,1,1
4,0,2,0,0,304,0,90,0,0,1,4,62,0,2011,27,5,6,0
3,3,3,2,12,848,3.62,93,22,13,1,4,157,34,2008,19,8,3,0
4,0,0,1,9,23,3.84,222,39,5,1,4,4,38,2012,21,6,5,0
3,0,0,0,18,550,2.98,323,59,10,1,4,108,64,2012,19,12,4,0
5,1,1,1,109,1442,3.19,7,190,104,1,5,266,91,2012,27,12,5,0
5,0,3,0,40,1228,3.86,26,90,93,1,5,211,28,2012,25,2,7,1
4,0,0,0,15,1671,3.95,77,26,6,1,3.5,273,20,2009,3,1,7,1
4,1,2,0,524,356,4.01,290,723,352,1,3.5,64,886,2007,10,5,5,0
5,2,2,2,49,714,4.09,412,78,28,1,3.5,126,54,2012,1,2,4,0
3,0,2,0,4,131,3.45,7,29,6,1,4,23,11,2011,14,4,5,0
1,0,2,0,1,134,1,8,5,0,1,3,20,3,2011,21,4,5,0
4,0,1,0,93,107,3.23,86,270,93,1,4,21,478,2009,3,4,6,0
1,1,3,0,0,417,0,222,0,0,1,4,81,0,2010,2,6,4,0
5,0,0,0,0,250,5,31,3,0,0,3.5,40,4,2010,1,4,5,0
1,2,0,0,3,103,3.38,6,7,7,1,1,18,8,2011,29,6,4,0
5,0,0,0,5,340,4.22,44,12,9,1,4,62,35,2011,23,7,7,1
3,4,6,7,1199,752,3.34,44,1545,593,1,3,137,376,2009,19,1,2,0
4,0,1,0,0,648,4,290,1,0,1,3.5,105,2,2011,9,2,4,0
5,1,1,1,285,394,3.84,108,457,147,1,4,71,189,2010,30,8,2,0
2,0,2,0,0,788,2,59,3,0,1,3,154,1,2011,10,9,7,1
5,0,0,0,7,685,3.67,6,15,2,1,4.5,134,21,2012,9,7,2,0
3,0,1,0,12,498,3.24,3,55,16,1,4,90,41,2011,21,7,5,0
4,0,0,0,0,164,2.83,73,9,4,1,3,32,13,2012,13,9,5,0
2,0,0,0,0,112,3.21,196,13,2,1,3,21,14,2011,28,1,6,0
1,14,4,3,135,1974,3.15,99,352,344,1,3.5,371,209,2012,20,2,2,0
2,0,1,0,17,641,3.17,4,86,23,1,4,128,46,2011,30,6,5,0
3,0,0,0,10,155,4.11,3,16,11,1,3.5,31,48,2012,24,3,7,1
1,2,1,1,188,1555,3.67,70,296,203,1,4.5,291,343,2008,28,7,2,0
4,3,3,5,3901,665,4.29,4,5065,2517,1,4,133,670,2011,9,10,1,1
5,0,1,2,51,195,4.05,31,66,24,1,4.5,35,133,2012,28,3,4,0
1,0,0,0,0,80,2.33,6,0,0,1,1.5,17,3,2011,14,10,6,0
3,0,0,0,26,1114,3.4,147,55,24,0,4,209,25,2009,17,5,1,1
1,0,4,0,0,1673,3.79,31,14,0,0,2.5,314,14,2012,21,7,7,1
3,0,1,0,21,128,3.75,269,52,11,1,4,25,91,2011,9,5,2,0
4,0,2,1,0,693,0,270,0,0,1,4.5,128,0,2010,25,1,2,0
5,0,0,0,0,141,5,363,0,0,1,4.5,24,1,2012,10,11,7,1
4,0,2,1,343,108,3.85,150,747,126,1,3.5,18,1467,2011,23,5,2,0
2,1,1,0,0,1270,0,3,0,0,1,2.5,242,0,2012,14,8,3,0
4,0,1,1,214,612,4.04,153,387,77,1,4,99,130,2011,21,12,4,0
4,0,0,0,0,308,0,735,0,0,1,4.5,62,0,2011,11,10,3,0
3,0,1,0,204,679,3.93,35,384,173,0,3.5,129,264,2011,24,1,2,0
5,1,1,1,4,398,4,19,13,3,1,4.5,74,13,2009,31,1,7,1
5,0,0,0,1,287,4,477,8,2,1,4.5,49,7,2012,3,5,5,0
5,1,1,1,106,1083,4.72,20,178,66,1,4.5,199,54,2011,23,8,3,0
4,0,0,0,0,242,0,41,0,0,1,3,50,0,2012,24,2,6,0
5,1,1,1,31,1078,3.65,122,34,21,1,3.5,216,20,2008,23,10,5,0
3,0,1,0,0,268,0,36,0,0,1,3.5,51,0,2010,25,1,2,0
1,0,2,0,0,761,0,5,0,0,1,3.5,142,0,2010,14,10,5,0
3,0,0,0,4,979,3.81,54,12,4,0,3.5,185,16,2012,26,2,1,1
2,0,1,0,41,1789,3.11,39,81,38,1,3.5,336,27,2011,2,2,4,0
2,0,0,0,2,127,3.77,17,27,4,1,3,25,23,2010,18,4,1,1
1,2,4,0,1,527,3,39,6,3,1,4,97,3,2011,16,8,3,0
3,0,0,0,4,316,3.9,42,26,9,1,4.5,63,41,2011,30,5,2,0
3,0,1,0,420,2836,3.43,203,798,279,1,4.5,519,584,2012,30,4,2,0
4,0,0,0,0,748,4,248,0,0,1,4,138,1,2010,6,10,4,0
4,0,0,0,3,726,4.44,292,14,2,1,4.5,134,27,2012,31,1,3,0
3,0,1,0,3,1474,3.75,85,5,6,1,3.5,285,9,2011,14,2,2,0
2,0,0,0,81,251,3.5,13,299,91,1,3.5,44,464,2009,25,11,4,0
4,0,3,2,534,713,3.32,862,796,329,1,3,138,262,2011,26,8,6,0
1,2,5,1,45,240,3.92,12,105,36,1,2,38,66,2012,12,6,3,0
5,1,3,2,191,1123,4.16,155,318,158,1,3.5,206,93,2009,10,11,3,0
4,0,0,0,2,557,4.38,246,4,2,1,4,108,8,2012,23,9,1,1
3,0,1,0,42,777,3.42,36,100,61,1,3.5,146,73,2010,26,6,7,1
2,0,0,0,1,539,3.25,36,8,0,1,3,101,16,2012,4,12,3,0
3,0,0,0,14,593,3.62,52,62,7,1,3.5,96,131,2010,3,11,4,0
3,1,0,0,12,2346,4.03,13,24,12,1,3.5,426,30,2012,23,10,3,0
3,0,0,0,5,572,3.67,43,8,5,1,3,101,6,2010,2,3,3,0
3,6,6,2,847,1148,3.63,139,1115,758,1,4,212,427,2007,14,8,3,0
5,0,1,0,0,583,3,15,3,1,1,4,107,5,2011,5,8,6,0
2,0,0,0,30,302,3.36,218,135,50,1,4,51,91,2011,19,3,7,1
2,2,3,2,40,599,3.74,55,82,28,1,3,109,38,2011,6,3,1,1
3,0,1,0,37,179,3.61,79,113,43,1,4,38,215,2012,28,6,5,0
5,0,1,1,1,360,3.67,46,8,1,1,4.5,69,3,2012,15,8,4,0
5,1,2,1,4,815,4.67,12,8,3,1,4.5,147,3,2012,4,11,1,1
3,0,0,0,25,423,3.71,37,76,18,1,3.5,81,173,2012,11,2,7,1
4,2,4,4,0,837,0,179,0,0,1,4,137,0,2010,3,12,6,0
4,4,7,6,42,913,3.61,461,75,29,1,4,155,31,2009,22,10,5,0
5,1,2,2,26,146,3.58,19,38,15,0,4.5,31,26,2008,23,10,5,0
5,0,0,0,0,316,5,42,0,0,1,4.5,58,1,2012,17,3,7,1
5,0,0,0,21,200,4.19,74,57,12,1,4.5,35,47,2011,18,7,2,0
2,1,1,0,0,280,3.75,54,2,1,1,3.5,48,4,2012,15,8,4,0
5,0,1,0,16,388,3.74,412,96,20,1,3.5,73,145,2012,26,3,2,0
2,0,0,0,9,724,3.63,93,12,2,1,4,144,19,2012,31,7,3,0
5,2,2,2,493,341,3.95,10,716,327,1,4,64,318,2012,12,8,1,1
5,0,0,0,2,214,4.33,25,8,0,1,4.5,41,7,2012,9,9,1,1
5,0,0,0,1,430,4.75,72,3,0,1,3.5,77,4,2011,1,2,3,0
5,0,0,0,1,227,3.89,16,5,0,1,3.5,42,21,2010,26,7,2,0
4,1,0,0,0,3824,0,262,0,0,1,4.5,641,0,2012,28,12,6,0
3,0,1,0,8,314,3.71,78,39,7,1,4,60,84,2011,21,11,2,0
3,0,3,0,1876,6,3.44,14,2523,1569,0,3.5,1,574,2009,14,8,6,0
3,0,0,0,1,35,4.27,31,3,0,1,4,6,11,2011,25,1,3,0
4,0,1,0,20,265,4.1,78,60,13,1,3.5,48,58,2010,23,7,6,0
4,0,0,0,4,77,3.53,91,13,9,1,4,12,19,2010,15,3,2,0
1,0,2,0,7,432,3.47,59,17,8,1,3.5,78,17,2011,10,2,5,0
3,2,2,4,1074,2067,3.71,39,1299,1105,0,3,382,350,2007,17,6,1,1
4,0,3,0,0,1071,4,70,3,0,1,3.5,204,1,2011,14,4,5,0
2,1,2,1,61,572,3.56,34,181,52,1,4,103,75,2010,12,10,3,0
4,0,0,0,0,517,0,55,0,0,1,3.5,97,0,2011,28,2,2,0
5,0,1,0,7,196,3.74,39,20,8,1,3,37,19,2011,23,8,3,0
5,1,3,1,590,1170,3.7,53,953,629,1,4,215,330,2009,6,7,2,0
4,1,0,0,403,890,3.82,5,717,342,1,4.5,157,384,2007,4,3,1,1
5,0,0,0,2,31,3.29,57,14,2,1,4,6,14,2011,23,9,6,0
2,0,2,1,893,88,3.54,19,1155,751,1,3,18,306,2011,24,2,5,0
4,0,1,0,3,483,3.85,59,6,3,1,3,92,14,2008,9,12,3,0
5,0,0,0,2,223,4.36,31,18,2,1,4,38,14,2010,23,3,3,0
5,0,0,0,19,769,3.92,105,87,22,1,4,141,51,2011,5,10,4,0
5,0,0,0,21,448,3.49,27,83,19,1,3.5,82,198,2011,30,6,5,0
5,0,2,0,0,264,4.33,105,5,1,1,4,46,6,2012,29,6,6,0
5,1,1,1,493,930,3.95,803,716,327,1,4,176,318,2011,7,3,2,0
5,0,1,0,322,411,3.72,19,1034,331,1,4,81,376,2012,13,4,6,0
5,0,3,2,29,297,4.2,44,57,11,1,3,52,25,2009,11,4,7,1
5,0,1,0,10,521,3.43,122,24,10,1,4,99,21,2011,16,3,4,0
5,0,2,0,7,251,4.63,5,26,4,1,5,48,19,2011,18,1,3,0
4,0,0,0,5,373,4.16,135,30,3,1,4,63,26,2012,16,4,2,0
4,0,2,1,987,525,4.24,153,1122,685,1,4,94,285,2012,6,5,1,1
3,0,0,0,114,1590,3.61,262,170,82,1,4,284,125,2012,13,3,3,0
5,0,0,0,2,327,2,89,24,5,0,4,60,5,2010,27,4,3,0
4,0,0,0,1,489,3.79,14,18,2,1,4.5,84,14,2012,21,10,1,1
4,0,0,0,1,289,3.9,93,5,1,1,4.5,54,10,2012,28,4,7,1
4,0,0,0,0,971,3.5,123,3,0,1,3,175,5,2011,5,11,7,1
2,3,2,2,412,1405,3.63,305,596,504,1,3.5,261,219,2012,25,9,3,0
3,0,0,0,62,459,3.75,10,174,43,1,3.5,88,142,2012,14,5,2,0
1,0,1,0,1,789,2.67,44,6,3,1,4,151,3,2012,8,7,1,1
4,0,1,0,11,629,4.03,153,45,13,1,4,120,35,2012,16,5,4,0
3,0,0,0,9,1188,3.19,85,50,18,1,3.5,228,26,2009,25,12,6,0
2,0,0,0,117,110,3.42,4,408,93,1,2.5,19,422,2010,5,4,2,0
3,1,1,0,16,1022,3.87,66,28,21,1,4,203,87,2012,17,11,7,1
3,2,2,0,0,1386,0,121,0,0,1,3.5,241,0,2008,29,5,5,0
4,1,2,3,124,483,3.59,64,166,123,1,4,93,51,2008,21,11,6,0
4,0,0,0,1,264,2.62,47,3,0,1,3,50,8,2009,31,8,2,0
3,0,1,0,0,245,2,5,1,0,0,3.5,42,3,2012,3,4,3,0
5,1,1,2,205,982,3.72,245,359,196,1,4,181,223,2009,24,5,1,1
3,0,1,1,34,989,2.44,317,93,48,1,4,169,39,2010,28,3,1,1
1,7,11,6,527,914,3.86,50,704,488,1,3.5,167,194,2009,21,7,3,0
2,2,2,2,37,554,4.06,105,44,35,1,4,115,17,2010,4,2,5,0
5,0,0,0,3,262,4,145,3,3,1,3.5,49,4,2012,19,10,6,0
5,0,0,0,0,215,0,7,0,0,1,4.5,39,0,2012,23,3,6,0
3,0,1,0,296,623,3.54,34,487,370,1,4,111,377,2011,4,4,2,0
5,0,0,0,57,342,3.86,8,148,56,1,4,61,207,2010,14,11,1,1
5,0,1,1,30,70,3.5,307,51,10,1,4,14,22,2010,15,9,4,0
3,0,0,0,0,630,3,63,0,0,0,3,115,1,2011,18,6,7,1
4,1,4,1,0,1641,0,14,0,0,1,3.5,316,0,2007,30,8,5,0
5,2,3,3,118,703,3.69,461,186,94,1,4,129,94,2009,9,5,7,1
4,0,0,0,12,634,3.44,171,44,29,1,3.5,126,39,2010,5,10,3,0
3,0,2,0,148,2046,3.62,229,423,153,1,3.5,370,314,2012,26,12,4,0
5,0,0,0,0,223,3.67,309,2,2,1,4,35,3,2012,8,3,5,0
4,0,1,0,2,762,3.86,94,3,0,1,4,137,15,2010,30,12,5,0
3,0,0,0,64,420,3.5,262,176,51,1,4,75,311,2009,8,8,7,1
5,0,0,0,16,890,3.72,358,50,19,1,4,169,85,2011,22,1,7,1
5,0,1,1,10,144,4.16,14,23,8,1,4.5,23,23,2012,18,9,3,0
5,0,1,1,11,486,3.88,50,28,5,1,4,101,40,2012,11,7,4,0
3,0,0,0,44,633,3.55,55,128,93,1,4.5,121,173,2011,15,1,7,1
5,0,0,0,11,50,4.09,122,19,7,1,3.5,11,84,2012,24,8,6,0
4,0,1,0,31,276,3.77,13,117,10,1,3.5,53,156,2012,6,6,4,0
3,0,1,0,14,893,3.1,16,89,27,1,2.5,173,77,2011,23,2,4,0
5,3,5,4,31,2071,3.87,5,90,51,1,4,408,61,2011,29,5,1,1
5,0,1,0,3,252,3.45,14,22,10,1,4.5,47,31,2012,13,6,4,0
3,0,1,0,7,1525,3.88,27,11,7,1,3.5,291,9,2012,22,5,3,0
3,3,3,1,0,1149,0,85,0,0,1,4.5,209,0,2011,1,5,1,1
2,2,1,1,10,2381,3.47,26,33,13,1,3.5,415,15,2012,18,1,4,0
1,0,1,0,0,1065,3.83,115,9,1,1,4,218,6,2012,15,9,7,1
3,2,3,1,47,1245,3.82,4,105,30,0,4,249,60,2009,24,4,6,0
2,1,0,0,7,181,3.55,153,21,7,1,4,29,59,2012,24,9,2,0
3,1,2,1,86,990,2.89,7,197,62,1,3,187,148,2009,11,12,6,0
4,1,2,1,285,518,3.84,17,457,147,1,4,98,189,2009,22,1,5,0
5,0,3,2,45,2258,3.57,64,155,50,0,4,414,67,2010,16,2,3,0
5,0,0,0,21,282,3.49,156,83,19,1,4.5,49,198,2009,9,7,5,0
5,0,1,2,517,94,3.82,15,784,255,1,4,15,719,2011,25,11,6,0
5,0,0,0,44,705,3.32,106,197,49,1,4,129,286,2010,12,1,3,0
3,0,0,0,180,997,3.65,61,275,132,1,4,189,168,2010,16,3,3,0
4,0,0,0,3,635,3.69,32,7,3,1,2.5,131,16,2012,4,8,7,1
5,0,0,0,262,285,4.13,27,358,180,1,4,50,76,2010,16,8,2,0
5,0,0,0,0,203,5,3,0,1,0,4,40,1,2005,15,12,5,0
4,0,0,0,4,477,3.47,107,16,2,1,4,93,38,2011,9,4,7,1
1,0,0,0,37,192,3.61,153,113,43,1,3.5,39,215,2012,1,12,7,1
3,2,3,4,0,489,0,5,0,0,0,4,92,0,2008,9,9,3,0
5,0,1,0,17,1509,3.68,20,89,14,1,4.5,299,72,2012,29,5,3,0
5,0,0,0,0,508,0,51,0,0,1,4.5,95,0,2011,29,3,3,0
4,0,0,0,5,276,4.17,48,18,3,1,3.5,58,29,2009,3,7,6,0
4,2,5,4,1875,1730,3.92,50,2452,1233,1,3.5,329,539,2012,15,12,7,1
4,1,1,0,506,992,4.12,22,853,415,1,4,182,407,2009,20,12,1,1
2,0,0,0,156,988,3.84,10,301,74,1,3.5,175,136,2011,3,6,6,0
4,0,1,0,278,211,3.74,22,752,205,1,3.5,43,403,2011,19,4,3,0
1,0,1,0,13,316,3.86,31,62,28,1,3,60,93,2009,4,4,7,1
2,3,1,0,12,1951,3.9,398,20,8,1,4,335,20,2011,24,4,1,1
5,0,0,0,0,687,0,29,0,0,1,3.5,128,0,2010,2,12,5,0
4,0,1,1,246,1765,3.68,183,475,112,1,4,348,160,2010,5,2,6,0
4,0,0,0,13,163,3.67,17,59,20,1,4,30,135,2012,13,5,1,1
5,1,2,1,65,1613,3.73,8,250,92,1,4.5,313,173,2010,13,10,4,0
3,0,0,0,326,900,3.54,15,578,280,1,3,174,512,2011,19,8,6,0
2,0,0,0,0,411,0,6,0,0,1,4,75,0,2011,30,11,4,0
4,0,2,0,46,1468,4,42,67,22,0,3.5,265,24,2009,30,4,5,0
5,0,0,0,491,1071,3.9,8,767,396,1,5,196,320,2012,8,8,4,0
4,0,2,2,200,1169,3.73,65,316,150,1,4,224,146,2008,2,5,6,0
4,2,2,2,606,617,3.71,5,898,494,1,2,115,199,2009,29,6,2,0
5,0,1,0,3,1359,4.1,30,24,3,1,4,249,10,2011,19,4,3,0
1,2,1,1,667,449,3.17,96,941,589,1,4,88,265,2006,7,12,5,0
2,0,3,0,19,843,3.76,27,36,16,1,3.5,159,20,2011,9,9,6,0
4,0,0,0,4,621,3.81,43,27,7,1,2.5,126,32,2012,18,3,1,1
5,1,0,0,1,321,3.93,15,14,3,1,4,58,15,2012,21,2,3,0
3,0,1,0,400,936,3.69,58,656,291,1,3.5,186,308,2009,11,7,7,1
4,0,1,0,546,836,3.79,6,1098,376,1,4,157,791,2012,26,1,5,0
1,2,5,1,823,1261,3.51,199,1360,623,1,3.5,239,671,2010,25,1,2,0
5,0,0,0,0,62,3.89,441,1,0,1,4,8,9,2012,27,8,2,0
2,0,0,0,13,234,3.51,8,83,14,1,3.5,40,112,2012,17,6,1,1
3,0,1,0,0,219,4.14,199,2,0,1,4,45,14,2012,31,7,3,0
1,4,0,0,0,337,0,87,0,0,0,3,64,0,2010,2,7,6,0
2,5,7,6,670,1883,3.62,30,853,688,0,3.5,330,99,2010,15,5,7,1
1,1,2,1,123,849,3.63,124,284,103,1,2.5,156,134,2012,20,10,7,1
3,1,2,2,2025,231,3.99,108,2685,1209,1,3,41,900,2012,9,2,5,0
5,2,0,1,7,2764,3.2,258,15,19,1,4,491,10,2011,22,4,6,0
1,1,1,1,15,94,2.73,98,45,20,1,3.5,16,48,2012,3,4,3,0
3,0,0,0,23,90,3.81,44,89,13,1,3.5,17,100,2011,23,9,6,0
1,1,1,1,9,192,2.82,65,21,13,1,3.5,35,17,2011,7,6,3,0
4,0,0,1,181,458,3.5,196,458,177,1,3,88,283,2008,14,8,5,0
5,0,0,0,0,207,0,7,0,0,1,3,44,0,2012,21,1,7,1
5,0,0,0,1,213,3.78,44,2,0,1,4,41,9,2011,10,7,1,1
2,0,1,0,1,254,4,24,2,1,1,2.5,48,3,2011,22,11,3,0
3,0,1,0,5,1283,2.82,224,30,4,1,4,249,34,2009,12,10,2,0
3,0,0,0,35,1140,3.07,12,108,54,1,4,202,74,2012,5,6,3,0
5,0,0,1,24,638,4.03,210,75,19,1,4,106,75,2013,1,1,3,0
5,1,1,1,128,570,3.8,803,188,126,1,4,107,64,2008,7,9,1,1
1,0,1,0,1,579,3.2,27,1,0,1,2.5,105,5,2012,17,12,2,0
2,0,1,0,13,388,3.51,318,46,3,1,3.5,74,49,2010,21,3,1,1
5,0,0,0,6,399,3.79,103,15,9,1,4,65,24,2012,7,2,3,0
1,0,0,0,9,405,4,5,21,3,1,3,73,16,2011,6,3,1,1
2,2,2,2,214,225,4.43,13,322,126,1,2.5,39,319,2009,24,9,5,0
4,2,2,1,135,948,3.94,101,176,123,1,3.5,171,82,2009,16,9,4,0
3,0,0,0,117,218,3.42,72,408,93,1,3.5,42,422,2009,28,6,1,1
5,0,0,0,0,36,5,161,0,0,1,3.5,6,3,2011,9,9,6,0
3,0,0,0,44,602,4.11,16,86,24,1,3.5,101,149,2012,7,10,1,1
2,0,0,0,1,2672,4,14,12,5,1,2.5,498,20,2010,26,10,3,0
5,0,0,0,2,165,4.6,124,11,1,1,4.5,30,11,2012,27,3,3,0
5,0,2,3,3901,474,4.29,136,5065,2517,1,4,92,670,2011,13,1,5,0
2,0,0,0,64,174,3.5,58,176,51,1,3,27,311,2009,17,8,2,0
1,0,0,0,893,264,3.54,58,1155,751,1,3,47,306,2010,19,2,6,0
3,0,2,2,45,137,3.5,68,86,27,1,3,23,66,2011,30,11,4,0
5,0,1,0,1,319,3.12,265,3,1,1,4.5,56,8,2012,8,1,1,1
2,0,0,0,150,1417,4.12,9,323,111,1,3.5,276,273,2012,2,1,2,0
2,0,1,0,6,35,3.83,10,9,0,1,3.5,6,12,2012,29,5,3,0
3,0,0,0,0,1131,3,272,0,0,1,4,219,1,2012,6,8,2,0
4,0,0,1,62,429,4.08,39,225,40,1,4,72,265,2012,3,3,7,1
3,0,1,0,73,660,3.48,101,134,54,1,3.5,114,81,2010,22,8,1,1
5,0,0,0,19,629,3.85,7,86,35,1,5,108,85,2012,3,10,4,0
5,0,2,1,636,1236,3.93,333,852,626,1,4.5,216,332,2010,23,1,7,1
4,0,0,0,6,586,4.12,85,24,5,1,4.5,105,25,2009,29,11,1,1
3,0,0,1,219,367,4.17,21,244,179,1,4,74,83,2012,12,11,2,0
1,0,1,0,0,387,0,10,0,0,1,3,68,0,2012,23,7,2,0
1,1,3,2,2,418,1.33,144,6,1,1,4,77,3,2010,17,2,4,0
4,5,13,7,7102,1743,3.63,57,9659,4785,1,3.5,264,1217,2011,13,3,1,1
4,0,0,0,64,215,4.08,13,162,13,1,3.5,43,131,2010,13,11,7,1
1,0,0,0,3,130,3,3,20,4,1,3.5,21,5,2011,8,9,5,0
2,1,0,0,110,512,3.6,52,208,96,1,3.5,92,122,2009,11,10,1,1
3,0,2,1,192,641,3.55,431,392,116,1,4,116,145,2008,21,10,3,0
2,3,2,0,174,3450,3.48,265,466,174,1,4.5,650,224,2012,8,6,6,0
5,0,2,2,623,1488,3.32,58,1016,395,1,4,272,256,2008,8,6,1,1
5,2,4,4,523,67,4.21,30,723,243,1,4.5,10,223,2010,17,11,4,0
5,0,0,0,0,497,0,3,0,0,1,4.5,95,0,2011,22,2,3,0
1,5,4,3,0,599,0,110,0,0,0,3,103,0,2009,11,5,2,0
5,0,1,0,1,126,4.33,47,1,0,1,3.5,24,3,2011,30,5,2,0
3,0,0,0,284,1020,3.87,16,489,204,1,3.5,187,216,2010,3,3,4,0
1,0,0,0,4,916,4.22,16,10,3,1,2.5,169,9,2012,6,9,5,0
5,0,2,0,5,1086,3.88,689,17,2,1,4,192,8,2011,16,8,3,0
